2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0060-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0061-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0062-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0063-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0064-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0072-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0073-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0074-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0077-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0078-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0079-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0080-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0081-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0083-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0084-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0085-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0086-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0087-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0088-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0089-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0090-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0093-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0094-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0097-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0098-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0099-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0102-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0103-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0108-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0113-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0114-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0115-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0116-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0117-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0118-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0119-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0120-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0124-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0127-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0128-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0130-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0131-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0134-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0135-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0136-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0137-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0139-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0140-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0141-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0146-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0147-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0148-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0149-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0150-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0151-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0152-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0153-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0154-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0155-is.xml
2021-10-14|21:10:38.0000000000|Manuscripts/Manuscripts/Landsbókasafn Íslands - Háskólabókasafn/IB/IB04/is/IB04-0156-is.xml
